sample_uid,observation_uid,tag_id,camera_role,measured_distance_m,predicted_distance_m,distance_residual_m,normalized_distance_residual,measured_angle_deg,predicted_angle_deg,angle_residual_deg,normalized_angle_residual,yaw_used,measured_yaw_deg,predicted_yaw_deg,yaw_residual_deg,normalized_yaw_residual,combined_score,rejected,rejection_reason
main29_s023,main29_s023_o143,33,front,3.166,3.1648080697156686,-0.0011919302843312884,-0.02383860568662577,10.9,11.038352920849576,0.13835292084957018,0.05534116833982807,True,-8.3,-9.556581511173931,-1.2565815111739198,-0.3627438368674847,0.21230011400502824,False,
main29_s023,main29_s023_o144,34,front,3.443,3.4580815336229187,0.015081533622918641,0.30163067245837283,-6.2,-4.91761789533183,1.2823821046681587,0.5129528418672635,True,-22.2,-25.51255232735525,-3.312552327355263,-0.9562514889516412,0.6502611246439446,False,
main29_s023,main29_s023_o145,35,front,3.963,3.965468282685422,0.0024682826854220963,0.049365653708441926,-17.3,-17.49753879715044,-0.197538797150429,-0.0790155188601716,True,-39.2,-38.09247322917395,1.1075267708260412,0.3197154396355659,0.19226577293611669,False,
main29_s023,main29_s023_o146,52,rear,1.712,1.7589433842283966,0.04694338422839661,0.9388676845679322,2.2,1.7261696649200076,-0.47383033507998107,-0.18953213403199243,True,-20.0,-18.86876476710347,1.131235232896529,0.3265594831148,0.5842476800606847,False,
main29_s024,main29_s024_o148,50,front,3.07,3.0828764508282687,0.012876450828268826,0.2575290165653765,11.0,11.116061096338058,0.11606109633805772,0.046424438535223086,True,25.7,30.770181317130834,5.070181317130846,1.4636352741428524,0.8584296978750723,False,
main29_s024,main29_s024_o149,51,front,2.559,2.5526171102598743,-0.006382889740125908,-0.12765779480251815,-9.8,-8.674145018716558,1.125854981283453,0.45034199251338125,False,,,,,0.3309867238989837,False,
main29_s024,main29_s024_o150,52,front,2.7,2.7122059192709345,0.012205919270934285,0.2441183854186857,-27.1,-31.76027260657156,-4.660272606571567,-1.3181241449138652,False,,,,,0.9479042798469511,False,
main29_s024,main29_s024_o151,32,rear,2.158,2.1599471738316973,0.0019471738316974019,0.03894347663394804,-12.6,-10.541331538851637,2.0586684611483577,0.5822793716371513,False,,,,,0.4126535235560788,False,
main29_s025,main29_s025_o154,53,front,4.219,4.223423826293706,0.004423826293705524,0.08847652587411048,18.0,17.427276430458733,-0.5727235695412674,-0.22908942781650693,True,-20.1,-22.566717356274467,-2.466717356274472,-0.7120799648298942,0.4348823357645874,False,
main29_s025,main29_s025_o155,55,front,3.229,3.221499831925698,-0.007500168074301872,-0.15000336148603743,-6.6,-5.304398181223178,1.2956018187768166,0.5182407275107266,True,38.9,44.70160803204362,5.801608032043617,1.6747799795165388,1.0158678457190147,True,worst_normalized_residual
main29_s025,main29_s025_o156,56,front,2.586,2.6082952475004304,0.02229524750043055,0.44590495000861097,-20.5,-21.393984041070667,-0.8939840410706665,-0.3575936164282666,True,28.6,28.612022172196134,0.01202217219613999,0.0034705021768427287,0.3300083147123153,False,
main29_s025,main29_s025_o157,33,rear,1.194,1.215748772346506,0.021748772346505962,0.43497544693011925,13.7,13.956125739116345,0.2561257391163565,0.07244329878623691,False,,,,,0.31181057628878545,False,
main29_s026,main29_s026_o159,31,front,3.1,3.1071006845403355,0.007100684540335411,0.14201369080670823,-23.9,-25.882103082697512,-1.9821030826975061,-0.7928412330790024,True,24.0,18.170117335487134,-5.829882664512866,-1.6829421628502177,1.0771968920529718,False,
main29_s026,main29_s026_o160,55,front,1.478,1.4800214372381968,0.0020214372381968104,0.04042874476393621,18.5,18.45796101620715,-0.04203898379284965,-0.01681559351713986,True,-30.6,-27.489818565608175,3.1101814343918193,0.8978320441873465,0.5189796486562681,False,
main29_s026,main29_s026_o161,56,front,2.134,2.1480943075447714,0.014094307544771478,0.28188615089542957,-8.4,-6.375857652600786,2.02414234739922,0.8096569389596879,True,-51.0,-52.323637234416196,-1.3236372344161964,-0.3821011567998014,0.5419118793370865,False,
main29_s027,main29_s027_o163,31,front,2.158,2.1476491088920544,-0.010350891107945515,-0.2070178221589103,25.3,25.39634681971617,0.09634681971616033,0.02725099582682189,True,27.7,27.183299684700046,-0.5167003152999428,-0.10547101020167031,0.13505940601322133,False,
main29_s027,main29_s027_o164,32,front,3.185,3.1618023318264274,-0.023197668173572605,-0.4639533634714521,-14.7,-13.185426103832981,1.5145738961670077,0.6058295584668031,True,-15.5,-11.398473238849192,4.101526761150808,1.1840087898194362,0.8132566203764223,False,
main29_s027,main29_s027_o165,33,front,3.445,3.47977668690967,0.03477668690966995,0.695533738193399,-25.7,-28.82549464136372,-3.12549464136373,-0.884023382188204,False,,,,,0.7953818332162091,False,
main29_s028,main29_s028_o169,53,front,2.973,2.9274767148748597,-0.045523285125140145,-0.9104657025028029,10.9,10.740400872718055,-0.15959912728195036,-0.06383965091278014,True,-16.3,-12.776442214989515,3.523557785010496,1.0171635178405056,0.7890173040958947,False,
main29_s028,main29_s028_o170,54,front,2.631,2.6410697217991013,0.010069721799101483,0.20139443598202966,-8.9,-8.02003493610664,0.8799650638933656,0.35198602555734626,True,54.9,58.46312197618579,3.5631219761857835,1.0285847160531667,0.638341705549191,False,
main29_s028,main29_s028_o171,55,front,1.785,1.7954791004800925,0.010479100480092596,0.20958200960185192,-21.6,-23.636568701160286,-2.0365687011602915,-0.8146274804641166,True,40.9,42.84658821113214,1.9465882111321378,0.5619316138492458,0.5840404350497441,False,
main29_s028,main29_s028_o172,32,rear,2.224,2.196245819991821,-0.027754180008179308,-0.5550836001635862,6.9,8.157515049799997,1.2575150497999914,0.5030060199199966,True,-15.6,-15.359328037907517,0.24067196209247754,0.06947601105024366,0.4343423286448058,False,
main29_s029,main29_s029_o174,49,front,5.329,5.268262542682374,-0.06073745731762603,-1.0163320530195454,19.1,18.825331200788696,-0.27466879921129816,-0.10986751968451927,True,39.8,42.61165537293152,2.8116553729315115,0.8116549932152329,0.7536103197028228,False,
main29_s029,main29_s029_o175,50,front,4.468,4.52476330412525,0.056763304125250436,1.1352660825050087,11.0,11.592534765128448,0.5925347651284483,0.23701390605137931,True,29.5,35.378858937271275,5.878858937271275,1.6970803949807038,1.1867443612359352,False,
main29_s029,main29_s029_o176,51,front,3.85,3.8617096477594064,0.011709647759406305,0.2341929551881261,-2.2,-0.4658513155077344,1.7341486844922542,0.6936594737969017,True,18.1,23.320472856635092,5.220472856635098,1.5070207045377042,0.9673195283450828,False,
main29_s029,main29_s029_o177,53,front,3.9,3.927159296665444,0.02715929666544392,0.5431859333088784,-27.9,-32.93270720035531,-5.032707200355304,-1.4234645556390402,False,,,,,1.0773352076548153,False,
main29_s029,main29_s029_o178,58,rear,0.707,0.7473740531180288,0.040374053118028885,0.8074810623605777,12.9,13.602235988081503,0.7022359880814975,0.19862233166626497,False,,,,,0.5879951091240092,False,
repeat10_s001,repeat10_s001_o002,37,front,4.401,4.421977298249788,0.02097729824978778,0.4195459649957556,-10.9,-8.313135287357795,2.5868647126422104,1.0347458850568843,True,18.9,21.172533799138364,2.2725337991383583,0.656024000337527,0.7476820519457064,False,
repeat10_s001,repeat10_s001_o003,38,front,4.155,4.171954073107409,0.01695407310740915,0.339081462148183,-21.0,-20.743070387526018,0.25692961247398216,0.10277184498959287,False,,,,,0.25053771182709655,False,
repeat10_s001,repeat10_s001_o004,39,front,4.113,4.136575437484311,0.023575437484310235,0.4715087496862047,-28.7,-34.04581672953202,-5.345816729532032,-1.512025304173037,False,,,,,1.1199421908050016,False,
repeat10_s001,repeat10_s001_o005,45,rear,0.841,0.8939689609235827,0.05296896092358272,1.0593792184716544,-12.4,-12.584639213065202,-0.18463921306519637,-0.05222385585253926,False,,,,,0.7500038865398366,False,
repeat10_s002,repeat10_s002_o006,45,front,3.819,3.8398060083825603,0.020806008382560304,0.4161201676512061,24.9,23.51406898941491,-1.3859310105850966,-0.5543724042340387,False,,,,,0.4901452623979427,False,
repeat10_s002,repeat10_s002_o007,46,front,3.862,3.8717656832897696,0.009765683289769456,0.1953136657953891,9.2,9.35435947766996,0.1543594776699706,0.06174379106798824,True,-8.9,-8.99103201415744,-0.09103201415743456,-0.026278678939334332,0.11923407335807573,False,
repeat10_s002,repeat10_s002_o008,47,front,4.121,4.128282896377145,0.007282896377144965,0.1456579275428993,-4.8,-3.7833545660175787,1.0166454339824327,0.40665817359297307,True,-22.4,-22.128746057844978,0.2712539421550275,0.07830426826097615,0.25345522973098034,False,
repeat10_s002,repeat10_s002_o009,48,front,4.527,4.567805570758448,0.04080557075844826,0.6828077982700284,-15.1,-14.80840082299892,0.29159917700107485,0.11663967080042995,True,-34.4,-33.15379231482632,1.2462076851736867,0.3597491712506042,0.4506479662287378,False,
repeat10_s002,repeat10_s002_o010,39,rear,1.117,1.185658934566583,0.0686589345665829,1.373178691331658,3.3,3.188590734219872,-0.11140926578013932,-0.04456370631205573,True,-15.6,-15.15680075760747,0.44319924239252373,0.1279406009499809,0.7966543457106589,False,
repeat10_s003,repeat10_s003_o012,45,front,3.586,3.606252675447713,0.02025267544771303,0.4050535089542606,20.1,19.98471422524051,-0.1152857747594851,-0.04611430990379404,True,41.3,38.59669287662311,-2.7033071233768737,-0.7803775476919355,0.5083253523862257,False,
repeat10_s003,repeat10_s003_o013,46,front,3.12,3.1033080508686957,-0.01669194913130445,-0.333838982626089,4.9,6.127341306985045,1.2273413069850392,0.4909365227940157,True,21.5,24.739319958367645,3.239319958367645,0.9351111249774435,0.6395050043563593,False,
repeat10_s003,repeat10_s003_o014,48,front,2.886,2.880464119467077,-0.005535880532923088,-0.11071761065846175,-26.3,-30.51871662253484,-4.218716622534828,-1.1932332526795142,False,,,,,0.8473676842463524,False,
repeat10_s003,repeat10_s003_o015,35,rear,2.649,2.636068417440701,-0.012931582559299049,-0.200335215569086,14.8,16.728845433649553,1.928845433649542,0.5455598743977192,False,,,,,0.41095606526121947,False,
repeat10_s004,repeat10_s004_o017,42,front,3.072,3.0227663224953485,-0.049233677504651574,-0.9846735500930315,14.2,15.23262092453308,1.0326209245330915,0.4130483698132366,True,-26.9,-23.186342586971563,3.713657413028443,1.0720405535450104,0.8735868406562449,False,
repeat10_s004,repeat10_s004_o018,43,front,3.537,3.5460531237507897,0.009053123750789815,0.1810624750157963,-2.4,0.008468251176395825,2.4084682511764015,0.9633873004705606,True,-34.1,-38.41049526032825,-4.310495260328253,-1.2443327994455613,0.9145605185630287,False,
repeat10_s004,repeat10_s004_o019,45,front,4.47,4.4863379702796085,0.016337970279608705,0.3267594055921741,-20.3,-20.44714325650193,-0.14714325650191995,-0.05885730260076798,True,30.3,31.133893231993426,0.8338932319934145,0.24072424098340242,0.23677278236699456,False,
repeat10_s004,repeat10_s004_o020,46,front,4.051,4.076729256704372,0.02572925670437165,0.514585134087433,-27.4,-31.96507427591149,-4.565074275911485,-1.2911979908469118,False,,,,,0.9828504748411335,False,
repeat10_s004,repeat10_s004_o021,35,rear,1.834,1.8210321690600926,-0.012967830939907499,-0.25935661879815,-0.7,-1.603552713103113,-0.9035527131031245,-0.3614210852412498,True,51.2,49.977483775392216,-1.222516224607773,-0.35291003568299134,0.327839671108273,False,
repeat10_s005,repeat10_s005_o024,36,front,3.675,3.6509583088136868,-0.024041691186313052,-0.48083382372626104,19.8,19.587558719582347,-0.2124412804176643,-0.08497651216706573,False,,,,,0.34526958572925054,False,
repeat10_s005,repeat10_s005_o025,37,front,4.295,4.307499573290705,0.012499573290704724,0.24999146581409448,6.6,7.7013600345867985,1.1013600345868042,0.4405440138347217,True,-14.9,-17.846829079486724,-2.9468290794867187,-0.8506762811487371,0.5716131840136102,False,
repeat10_s005,repeat10_s005_o026,38,front,4.708,4.69302671244549,-0.014973287554510328,-0.2505510232531791,-5.3,-3.562278188651476,1.7377218113485355,0.6950887245394142,True,-27.9,-29.110467302724942,-1.2104673027249362,-0.349431811536741,0.47188513473404137,False,
repeat10_s005,repeat10_s005_o027,39,front,5.167,5.229644813326641,0.06264481332664129,1.0482482236017983,-13.9,-12.82038762672883,1.0796123732711749,0.43184494930846995,True,-40.9,-38.36857674080227,2.5314232591977373,0.7307589500653466,0.778743227178289,False,
repeat10_s005,repeat10_s005_o028,40,front,5.048,5.182469547515959,0.13446954751595896,2.2501059038545472,-19.8,-20.27983345595021,-0.47983345595019955,-0.19193338238007981,True,41.2,44.17197742997635,2.9719774299763344,0.8579359846111644,1.3947364333478536,False,
repeat10_s005,repeat10_s005_o029,41,front,4.547,4.53804323518202,-0.008956764817980023,-0.14987534180541282,-25.6,-29.44711466805242,-3.847114668052427,-1.088128347912842,True,40.9,35.00469621787414,-5.895303782125865,-1.203373845409015,0.9406725486635082,False,
repeat10_s005,repeat10_s005_o031,49,rear,0.897,1.000855018083818,0.10385501808381803,2.0771003616763606,-2.5,-3.555063885763161,-1.0550638857631611,-0.42202555430526445,True,-28.0,-29.103252999836627,-1.1032529998366272,-0.3184817082199694,1.2374546563320268,False,
repeat10_s006,repeat10_s006_o033,36,front,2.677,2.6856674000113405,0.008667400011340476,0.17334800022680952,16.3,16.668893844417596,0.36889384441758466,0.14755753776703387,True,-11.7,-8.114517314761315,3.5854826852386736,1.035039696748645,0.611863255414702,False,
repeat10_s006,repeat10_s006_o034,37,front,3.399,3.394941553006076,-0.004058446993924214,-0.08116893987848428,0.1,1.9010994685522178,1.8010994685522235,0.7204397874208894,True,-23.5,-22.882311690626693,0.6176883093733068,0.17831125584598173,0.43105173241790234,False,
repeat10_s006,repeat10_s006_o035,38,front,3.93,3.8724005115492597,-0.05759948845074048,-1.1519897690148095,-12.8,-11.343754845615308,1.4562451543847033,0.5824980617538813,True,-35.4,-36.12716600479416,-0.7271660047941566,-0.2099147443067255,0.7550824722591966,False,
repeat10_s006,repeat10_s006_o036,39,front,4.527,4.507780085071434,-0.01921991492856634,-0.3216106906823397,-20.5,-21.27996879347313,-0.779968793473131,-0.3119875173892524,True,-46.0,-46.063379952651985,-0.06337995265198515,-0.01829621636242468,0.2589107947415231,False,
repeat10_s006,repeat10_s006_o037,40,front,4.465,4.558496525148567,0.09349652514856732,1.8699305029713464,-25.9,-29.845463407757393,-3.945463407757387,-1.1159455722194533,True,42.7,35.37112543306375,-7.328874566936236,-1.4960002564879014,1.5253405492447407,True,worst_normalized_residual
repeat10_s006,repeat10_s006_o039,49,rear,1.911,1.9097087309949987,-0.0012912690050013165,-0.02582538010002633,11.6,9.965074258864774,-1.6349257411352198,-0.46242683131726237,False,,,,,0.3274946752081892,False,
repeat10_s007,repeat10_s007_o041,32,front,3.86,3.8994932123890993,0.03949321238909942,0.7898642477819884,10.2,11.239581367585771,1.0395813675857823,0.41583254703431294,True,34.5,36.46707725515421,1.9670772551542086,0.5678462913900363,0.6108059287375078,False,
repeat10_s007,repeat10_s007_o042,33,front,3.471,3.4184510131063157,-0.05254898689368437,-1.0509797378736874,-3.9,-1.7713216582760367,2.128678341723969,0.8514713366895876,True,19.8,23.4561742292924,3.6561742292923896,1.0554465877430668,0.9905435117825434,False,
repeat10_s007,repeat10_s007_o043,34,front,3.166,3.1609591048821746,-0.00504089511782535,-0.100817902356507,-18.4,-18.017764782901565,0.3822352170984402,0.15289408683937608,False,,,,,0.1295006780407208,False,
repeat10_s007,repeat10_s007_o044,35,front,3.134,3.1856265440689144,0.05162654406891454,1.0325308813782907,-28.9,-35.357481160662104,-6.457481160662098,-1.8264514872354192,False,,,,,1.4835843515325147,False,
repeat10_s007,repeat10_s007_o046,58,front,4.375,4.364984945196793,-0.010015054803207413,-0.20030109606414825,28.3,27.656491233883116,-0.643508766116895,-0.18201176490969778,True,-39.2,-37.11601287854842,2.083987121451571,0.42539208984065535,0.29109405224030394,False,
repeat10_s008,repeat10_s008_o048,47,front,4.516,4.533501837095617,0.017501837095617034,0.2928617497762803,23.8,22.958699871007866,-0.8413001289921453,-0.33652005159685816,True,29.6,32.341148370758276,2.7411483707582818,0.791301374872999,0.5244589642303374,False,
repeat10_s008,repeat10_s008_o049,48,front,4.098,4.107053393595368,0.009053393595368497,0.18106787190736995,11.1,11.773077832559693,0.6730778325596987,0.26923113302387947,True,17.8,21.155526332310103,3.3555263323100917,0.9686570156160546,0.5897930120329185,False,
repeat10_s008,repeat10_s008_o050,49,front,3.871,3.8684465462747957,-0.0025534537252043243,-0.05106907450408649,-3.2,-1.3247855775437074,1.8752144224562812,0.7500857689825124,False,,,,,0.5316186185607079,False,
repeat10_s008,repeat10_s008_o051,50,front,3.667,3.6646767173831245,-0.0023232826168753107,-0.046465652337506214,-16.6,-15.723668772052179,0.8763312279478157,0.35053249117912627,False,,,,,0.25003208216086414,False,
repeat10_s008,repeat10_s008_o052,51,front,3.766,3.805534051336015,0.039534051336015175,0.7906810267203035,-27.5,-32.52679702193768,-5.026797021937682,-1.421792904744191,False,,,,,1.1503633230411159,True,worst_normalized_residual
repeat10_s008,repeat10_s008_o053,34,rear,1.172,1.2107410025525094,0.03874100255250945,0.774820051050189,11.4,11.19627063138799,-0.20372936861201651,-0.05762336722896426,False,,,,,0.5493935583715109,False,
repeat10_s009,repeat10_s009_o054,31,front,4.159,4.146586715716686,-0.012413284283313786,-0.24826568566627571,-19.9,-20.917526308123257,-1.0175263081232515,-0.4070105232493006,True,41.6,43.94446680628619,2.344466806286192,0.6767892708577375,0.477959947367686,False,
repeat10_s009,repeat10_s009_o056,55,front,3.32,3.3003051673007198,-0.019694832699280074,-0.3938966539856015,12.9,12.597486248597988,-0.3025137514020173,-0.12100550056080692,True,-15.1,-12.540520636992596,2.559479363007398,0.7388580496088065,0.48843563979257754,False,
repeat10_s009,repeat10_s009_o057,56,front,3.646,3.6583955574369575,0.012395557436957638,0.24791114873915276,-4.2,-3.1476415747328303,1.0523584252671583,0.42094337010686333,True,-23.2,-28.285648460323387,-5.085648460323398,-1.46810025378576,0.8933031612451812,False,
repeat10_s009,repeat10_s009_o058,57,front,4.216,4.234770540513777,0.0187705405137768,0.375410810275536,-15.6,-15.332318341164665,0.267681658835329,0.10707266353413161,True,-42.7,-40.47032522675522,2.229674773244767,0.643651665269092,0.4346206383931099,False,
repeat10_s010,repeat10_s010_o060,50,front,4.424,4.465893316896503,0.041893316896502775,0.8378663379300555,8.9,9.789141836130625,0.8891418361306194,0.35565673445224777,True,34.7,35.4064391683612,0.7064391683612143,0.20393142200972122,0.5385473479278821,False,
repeat10_s010,repeat10_s010_o061,51,front,3.803,3.8037026774806444,0.0007026774806444536,0.014053549612889071,-4.2,-2.4504123149032466,1.749587685096742,0.6998350740386968,True,16.0,23.16688501732733,7.166885017327331,2.068901497002515,1.260994321611682,False,
repeat10_s010,repeat10_s010_o062,52,front,3.646,3.6696286195381402,0.023628619538140327,0.47257239076280655,-19.0,-18.708498879957347,0.2915011200426534,0.11660044801706135,False,,,,,0.3441804243337019,False,
repeat10_s010,repeat10_s010_o063,53,front,3.872,3.883884030711733,0.01188403071173294,0.2376806142346588,-28.9,-35.35007148972346,-6.450071489723456,-1.8243557158085892,False,,,,,1.300916187190096,False,
repeat10_s010,repeat10_s010_o064,58,rear,0.739,0.8052630401428605,0.06626304014286055,1.325260802857211,10.8,11.183136884813848,0.3831368848138368,0.10836747574982127,False,,,,,0.9402286172495835,False,
